"id" "task" "block" "RT" "Correct"
16 6 3 447 1
16 6 3 520 1
16 6 3 818 1
16 6 3 535 1
16 6 3 332 1
16 6 3 339 1
16 6 3 340 1
16 6 3 580 1
16 6 4 337 1
16 6 4 405 1
16 6 4 411 1
16 6 4 404 1
16 6 4 453 1
16 6 4 448 1
16 6 4 412 0
16 6 4 481 1
16 6 4 464 1
16 6 4 470 1
16 6 4 512 1
16 6 4 749 1
16 6 4 520 1
16 6 4 505 1
16 6 5 391 1
16 6 5 464 1
16 6 5 536 1
16 6 5 540 1
16 6 5 409 0
16 6 5 681 1
16 6 5 423 1
16 6 5 454 1
16 6 5 473 1
16 6 5 445 1
16 6 5 400 1
16 6 5 359 1
16 6 5 382 1
16 6 5 431 1
16 7 1 658 0
16 7 1 511 1
16 7 1 567 1
16 7 1 691 1
16 7 1 650 1
16 7 1 636 1
16 7 1 607 1
16 7 1 534 1
16 7 1 590 1
16 7 1 560 1
16 7 1 841 1
16 7 1 501 1
16 7 1 516 1
16 7 1 548 1
16 7 2 598 1
16 7 2 507 1
16 7 2 557 1
16 7 2 637 1
16 7 2 579 1
16 7 2 469 1
16 7 2 483 1
16 7 2 538 1
16 7 2 447 1
16 7 2 553 1
16 7 2 445 1
16 7 2 608 1
16 7 2 427 0
16 7 2 1063 1
16 7 3 468 0
16 7 3 780 1
16 7 3 526 1
16 7 3 644 1
16 7 3 626 1
16 7 3 558 1
16 7 3 459 1
16 7 3 671 1
16 7 3 515 1
16 7 3 637 1
16 7 3 759 1
16 7 3 585 1
16 7 3 505 1
16 7 3 540 1
16 7 4 548 1
16 7 4 610 1
16 7 4 514 1
16 7 4 501 1
16 7 4 532 1
16 7 4 467 1
16 7 4 444 1
16 7 4 487 1
16 7 4 537 1
16 7 4 515 1
16 7 4 592 1
16 7 4 494 1
16 7 4 417 0
16 7 4 585 0
16 7 5 493 1
16 7 5 498 1
16 7 5 488 1
16 7 5 615 1
16 7 5 450 1
16 7 5 486 1
16 7 5 906 1
16 7 5 565 1
16 7 5 459 1
16 7 5 466 1
16 7 5 540 1
16 7 5 468 1
16 7 5 577 1
16 7 5 477 1
16 8 1 552 1
16 8 1 579 1
16 8 1 584 1
16 8 1 587 1
16 8 1 639 1
16 8 1 602 1
16 8 1 693 1
16 8 1 703 1
16 8 1 571 1
16 8 1 594 1
16 8 1 663 1
16 8 1 539 1
16 8 1 615 1
16 8 1 543 1
16 8 2 512 1
16 8 2 659 1
16 8 2 576 1
16 8 2 729 1
16 8 2 534 1
16 8 2 507 1
16 8 2 475 1
16 8 2 558 1
16 8 2 814 0
16 8 2 550 1
16 8 2 1036 1
16 8 2 590 1
16 8 2 631 1
16 8 2 623 1
16 8 3 851 1
16 8 3 532 1
16 8 3 528 1
16 8 3 588 1
16 8 3 519 1
16 8 3 650 1
16 8 3 507 1
16 8 3 534 1
16 8 3 418 1
16 8 3 752 1
16 8 3 561 1
16 8 3 505 1
16 8 3 543 1
16 8 3 483 1
16 8 4 424 1
16 8 4 711 1
16 8 4 473 1
16 8 4 560 1
16 8 4 506 1
16 8 4 456 1
16 8 4 570 1
16 8 4 908 1
16 8 4 694 1
16 8 4 615 1
16 8 4 598 1
16 8 4 535 1
16 8 4 728 1
16 8 4 467 1
16 8 5 463 1
16 8 5 583 1
16 8 5 534 1
16 8 5 429 1
16 8 5 480 0
16 8 5 472 1
16 8 5 444 1
16 8 5 842 1
16 8 5 584 1
16 8 5 416 1
16 8 5 624 1
16 8 5 424 1
16 8 5 493 1
16 8 5 622 1
17 1 1 724 1
17 1 1 908 1
17 1 1 739 1
17 1 1 677 1
17 1 1 990 1
17 1 1 860 1
17 1 1 691 1
17 1 1 1040 1
17 1 1 943 1
17 1 1 733 1
17 1 1 721 1
17 1 1 830 1
17 1 1 728 1
17 1 1 661 1
17 1 2 651 1
17 1 2 694 1
17 1 2 1320 1
17 1 2 1088 1
17 1 2 700 1
17 1 2 628 1
17 1 2 634 1
17 1 2 832 1
17 1 2 890 1
17 1 2 575 1
17 1 2 762 1
17 1 2 699 1
17 1 2 662 1
17 1 2 624 1
17 1 3 1304 1
17 1 3 994 1
17 1 3 679 1
17 1 3 708 1
17 1 3 709 1
17 1 3 558 1
17 1 3 708 1
17 1 3 582 1
17 1 3 635 1
17 1 3 624 1
17 1 3 708 1
17 1 3 745 1
17 1 3 625 1
17 1 3 710 1
17 1 4 833 1
17 1 4 630 1
17 1 4 697 1
17 1 4 642 1
17 1 4 519 1
17 1 4 626 0
17 1 4 597 1
17 1 4 740 1
17 1 4 510 1
17 1 4 812 1
17 1 4 505 1
17 1 4 537 1
17 1 4 563 1
17 1 4 597 0
17 1 5 519 1
17 1 5 669 1
17 1 5 760 1
17 1 5 610 1
17 1 5 580 1
17 1 5 699 1
17 1 5 485 1
17 1 5 631 1
17 1 5 710 1
17 1 5 571 1
17 1 5 593 1
17 1 5 565 1
17 1 5 566 1
17 1 5 664 1
17 2 1 523 1
17 2 1 1989 1
17 2 1 669 1
17 2 1 683 1
17 2 1 1094 1
17 2 1 568 1
17 2 1 575 1
17 2 1 463 1
17 2 1 561 1
17 2 1 595 1
17 2 1 507 1
17 2 1 620 0
17 2 1 565 1
17 2 1 799 1
17 2 2 852 1
17 2 2 739 0
17 2 2 511 1
17 2 2 425 1
17 2 2 804 1
17 2 2 597 1
17 2 2 853 1
17 2 2 565 1
17 2 2 485 1
17 2 2 783 1
17 2 2 876 1
17 2 2 559 1
17 2 2 449 1
17 2 2 673 1
17 2 3 637 1
17 2 3 993 1
17 2 3 518 1
17 2 3 935 0
17 2 3 615 1
17 2 3 757 1
17 2 3 579 1
17 2 3 514 1
17 2 3 627 1
17 2 3 784 1
17 2 3 564 0
17 2 3 682 1
17 2 3 575 1
17 2 3 859 1
17 2 4 526 1
17 2 4 475 1
17 2 4 622 1
17 2 4 369 0
17 2 4 496 1
17 2 4 737 1
17 2 4 450 1
17 2 4 1086 1
17 2 4 589 1
17 2 4 496 1
17 2 4 524 1
17 2 4 864 1
17 2 4 696 1
17 2 4 451 1
17 2 5 492 0
17 2 5 501 1
17 2 5 704 1
17 2 5 750 1
17 2 5 491 1
17 2 5 393 1
17 2 5 475 1
17 2 5 749 1
17 2 5 553 1
17 2 5 616 1
17 2 5 420 1
17 2 5 616 1
17 2 5 401 1
17 2 5 532 1
17 3 1 574 1
17 3 1 570 1
17 3 1 620 1
17 3 1 567 1
17 3 1 590 1
17 3 1 571 1
17 3 1 557 1
17 3 1 620 1
17 3 1 616 1
17 3 1 695 1
17 3 1 530 1
17 3 1 567 1
17 3 1 516 1
17 3 1 570 1
17 3 2 523 1
17 3 2 479 1
17 3 2 411 1
17 3 2 476 1
17 3 2 617 1
17 3 2 547 1
17 3 2 560 1
17 3 2 537 1
17 3 2 573 1
17 3 2 750 1
17 3 2 561 1
17 3 2 630 1
17 3 2 652 1
17 3 2 560 1
17 3 3 484 1
17 3 3 592 1
17 3 3 581 1
17 3 3 501 1
17 3 3 534 1
17 3 3 510 1
17 3 3 476 1
17 3 3 580 1
17 3 3 550 1
17 3 3 914 1
17 3 3 444 1
17 3 3 576 1
17 3 3 422 1
17 3 3 525 1
17 3 4 435 1
17 3 4 500 1
17 3 4 470 1
17 3 4 464 1
17 3 4 484 1
17 3 4 382 1
17 3 4 485 1
17 3 4 677 1
17 3 4 378 1
17 3 4 511 1
17 3 4 508 1
17 3 4 488 1
17 3 4 511 0
17 3 4 732 1
17 3 5 614 1
17 3 5 435 1
17 3 5 508 1
17 3 5 672 1
17 3 5 536 1
17 3 5 572 1
17 3 5 727 1
17 3 5 604 1
17 3 5 525 1
17 3 5 549 1
17 3 5 689 1
17 3 5 765 1
17 3 5 543 1
17 3 5 595 1
17 4 1 625 1
17 4 1 529 1
17 4 1 537 1
17 4 1 414 1
17 4 1 530 1
17 4 1 435 1
17 4 1 369 1
17 4 1 584 1
17 4 1 459 1
17 4 1 385 1
17 4 1 498 1
17 4 1 466 1
17 4 1 536 1
17 4 1 413 1
17 4 2 405 1
17 4 2 528 1
17 4 2 518 1
17 4 2 426 1
17 4 2 440 1
17 4 2 437 1
17 4 2 636 1
17 4 2 417 1
17 4 2 508 1
17 4 2 487 1
17 4 2 393 1
17 4 2 498 1
17 4 2 444 1
17 4 2 452 1
17 4 3 392 1
17 4 3 549 1
17 4 3 437 1
17 4 3 459 1
17 4 3 467 1
17 4 3 504 1
17 4 3 452 1
17 4 3 488 1
17 4 3 470 1
17 4 3 517 1
17 4 3 434 1
17 4 3 408 1
17 4 3 550 1
17 4 3 422 1
17 4 4 463 1
17 4 4 449 1
17 4 4 597 1
17 4 4 468 1
17 4 4 374 1
17 4 4 391 1
17 4 4 553 1
17 4 4 477 1
17 4 4 657 1
17 4 4 362 1
17 4 4 420 1
17 4 4 436 1
17 4 4 494 1
17 4 4 622 1
17 4 5 569 1
17 4 5 420 1
17 4 5 408 1
17 4 5 410 1
17 4 5 452 1
17 4 5 564 1
17 4 5 415 1
17 4 5 592 1
17 4 5 414 1
17 4 5 656 1
17 4 5 499 1
17 4 5 502 1
17 4 5 494 1
17 4 5 479 1
17 5 1 337 1
17 5 1 408 1
17 5 1 402 1
17 5 1 334 1
17 5 1 331 1
17 5 1 389 1
17 5 1 328 1
17 5 1 477 1
17 5 1 385 1
17 5 1 407 1
17 5 1 432 1
17 5 1 430 1
17 5 1 338 1
17 5 1 484 1
17 5 2 380 1
17 5 2 385 1
17 5 2 290 1
17 5 2 399 1
17 5 2 363 1
17 5 2 305 1
17 5 2 492 1
17 5 2 545 1
17 5 2 360 1
17 5 2 451 1
17 5 2 320 1
17 5 2 427 1
17 5 2 328 1
17 5 2 438 1
17 5 3 354 1
17 5 3 285 1
17 5 3 294 1
17 5 3 440 1
17 5 3 380 1
17 5 3 460 1
17 5 3 381 1
17 5 3 411 1
17 5 3 438 1
17 5 3 438 1
17 5 3 562 1
17 5 3 611 1
17 5 3 369 1
17 5 3 482 1
17 5 4 363 1
17 5 4 341 1
17 5 4 395 1
17 5 4 485 1
17 5 4 321 1
17 5 4 388 1
17 5 4 302 1
17 5 4 323 1
17 5 4 432 1
17 5 4 440 1
17 5 4 348 1
17 5 4 263 1
17 5 4 377 1
17 5 4 430 1
17 5 5 335 1
17 5 5 391 1
17 5 5 480 1
17 5 5 388 1
17 5 5 377 1
17 5 5 355 1
17 5 5 361 1
17 5 5 363 1
17 5 5 330 1
17 5 5 314 1
17 5 5 286 1
17 5 5 277 1
17 5 5 367 1
17 5 5 385 1
17 6 1 492 1
17 6 1 463 1
17 6 1 343 1
17 6 1 614 1
17 6 1 486 1
17 6 1 634 1
17 6 1 417 1
17 6 1 359 1
17 6 1 416 1
17 6 1 519 1
17 6 1 369 1
17 6 1 552 1
17 6 1 501 1
17 6 1 436 1
17 6 2 466 1
17 6 2 430 1
17 6 2 467 1
17 6 2 354 1
17 6 2 411 1
17 6 2 328 1
17 6 2 426 1
17 6 2 387 1
17 6 2 482 1
17 6 2 415 1
17 6 2 392 1
17 6 2 456 1
17 6 2 425 1
17 6 2 571 1
17 6 3 381 1
17 6 3 359 1
17 6 3 374 1
17 6 3 366 1
17 6 3 343 1
17 6 3 337 1
17 6 3 398 1
17 6 3 539 1
17 6 3 543 1
17 6 3 566 1
17 6 3 416 1
17 6 3 416 1
17 6 3 377 1
17 6 3 419 0
17 6 4 390 1
17 6 4 628 1
17 6 4 369 1
17 6 4 462 1
17 6 4 633 1
17 6 4 474 1
17 6 4 483 1
17 6 4 589 1
17 6 4 411 0
17 6 4 589 1
17 6 4 462 1
17 6 4 533 1
17 6 4 426 1
17 6 4 488 1
17 6 5 489 1
17 6 5 483 1
17 6 5 365 1
17 6 5 491 1
17 6 5 476 1
17 6 5 584 1
17 6 5 742 1
17 6 5 522 1
17 6 5 465 1
17 6 5 445 1
17 6 5 393 1
17 6 5 457 1
17 6 5 376 1
17 6 5 386 1
17 7 1 490 1
17 7 1 371 1
17 7 1 528 1
17 7 1 508 1
17 7 1 671 1
17 7 1 830 1
17 7 1 742 1
17 7 1 624 1
17 7 1 712 1
17 7 1 569 1
17 7 1 631 1
17 7 1 557 1
17 7 1 548 1
17 7 1 565 1
17 7 2 825 1
17 7 2 412 1
17 7 2 686 1
17 7 2 550 1
17 7 2 613 1
17 7 2 759 1
17 7 2 558 1
17 7 2 444 1
17 7 2 583 1
17 7 2 545 0
17 7 2 900 1
17 7 2 535 1
17 7 2 576 1
17 7 2 730 1
17 7 3 779 1
17 7 3 649 1
17 7 3 425 1
17 7 3 683 1
17 7 3 532 1
17 7 3 688 1
17 7 3 495 1
17 7 3 692 1
17 7 3 470 1
17 7 3 640 1
17 7 3 582 1
17 7 3 641 1
17 7 3 533 1
17 7 3 496 1
17 7 4 682 1
17 7 4 723 1
17 7 4 636 1
17 7 4 407 1
17 7 4 585 1
17 7 4 633 1
17 7 4 584 1
17 7 4 485 1
17 7 4 750 1
17 7 4 471 1
17 7 4 1247 0
17 7 4 800 1
17 7 4 728 1
17 7 4 673 1
17 7 5 575 1
17 7 5 526 1
17 7 5 474 1
17 7 5 513 1
17 7 5 500 1
17 7 5 517 1
17 7 5 664 1
17 7 5 664 1
17 7 5 499 1
17 7 5 448 1
17 7 5 551 1
17 7 5 458 1
17 7 5 611 1
17 7 5 596 1
17 8 1 776 1
17 8 1 621 1
17 8 1 680 1
17 8 1 665 0
17 8 1 959 0
17 8 1 1837 1
17 8 1 698 1
17 8 1 1008 1
17 8 1 1240 1
17 8 1 922 1
17 8 1 899 1
17 8 1 651 1
17 8 1 713 1
17 8 1 1490 0
17 8 2 962 1
17 8 2 691 1
17 8 2 1998 1
17 8 2 1292 1
17 8 2 1286 0
17 8 2 2300 1
17 8 2 2398 1
17 8 2 1078 1
17 8 2 2713 0
17 8 2 676 1
17 8 2 2622 1
17 8 2 1437 1
17 8 2 2072 1
17 8 2 1877 1
17 8 3 2059 1
17 8 3 987 1
17 8 3 883 1
17 8 3 3139 1
17 8 3 745 1
17 8 3 1353 1
17 8 3 709 1
17 8 3 1380 1
17 8 3 593 1
17 8 3 2668 1
17 8 3 1801 1
17 8 3 3290 1
17 8 3 666 1
17 8 3 1633 1
17 8 4 595 1
17 8 4 1144 1
17 8 4 2666 1
17 8 4 1299 1
17 8 4 891 1
17 8 4 1091 1
17 8 4 1132 1
17 8 4 1771 1
17 8 4 1972 1
17 8 4 2764 1
17 8 4 1182 1
17 8 4 623 1
17 8 4 1834 1
17 8 4 832 1
17 8 5 940 1
17 8 5 1087 1
17 8 5 1657 1
17 8 5 568 1
17 8 5 4791 1
17 8 5 602 1
17 8 5 591 1
17 8 5 1563 1
17 8 5 819 1
17 8 5 1357 0
17 8 5 648 1
17 8 5 833 1
17 8 5 1386 1
17 8 5 791 1
18 1 1 1132 1
18 1 1 2394 1
18 1 1 927 1
18 1 1 693 1
18 1 1 1344 1
18 1 1 637 1
18 1 1 662 1
18 1 1 537 1
18 1 1 796 1
18 1 1 594 1
18 1 1 518 1
18 1 1 1391 1
18 1 1 765 1
18 1 1 670 1
18 1 2 961 1
18 1 2 721 1
18 1 2 563 0
18 1 2 1274 1
18 1 2 1066 1
18 1 2 643 1
18 1 2 648 1
18 1 2 742 1
18 1 2 747 1
18 1 2 573 1
18 1 2 704 1
18 1 2 550 1
18 1 2 513 0
18 1 2 741 1
18 1 3 576 1
18 1 3 607 1
18 1 3 668 1
18 1 3 788 0
18 1 3 860 1
18 1 3 653 1
18 1 3 1109 1
18 1 3 694 1
18 1 3 1125 1
18 1 3 558 1
18 1 3 719 1
18 1 3 909 1
18 1 3 684 1
18 1 3 550 1
18 1 4 535 1
18 1 4 1256 1
18 1 4 829 1
18 1 4 740 0
18 1 4 1002 1
18 1 4 534 1
18 1 4 533 1
18 1 4 745 0
18 1 4 637 1
18 1 4 500 1
18 1 4 995 1
18 1 4 762 1
18 1 4 611 1
18 1 4 601 1
18 1 5 628 1
18 1 5 623 0
18 1 5 768 1
18 1 5 599 1
18 1 5 589 1
18 1 5 913 0
18 1 5 632 1
18 1 5 593 0
18 1 5 1117 1
18 1 5 741 1
18 1 5 543 0
18 1 5 571 1
18 1 5 599 1
18 1 5 793 1
18 2 1 473 1
18 2 1 499 1
18 2 1 621 1
18 2 1 547 1
18 2 1 367 1
18 2 1 469 1
18 2 1 451 1
18 2 1 520 1
18 2 1 433 1
18 2 1 527 1
18 2 1 454 1
18 2 1 602 1
18 2 1 462 1
18 2 1 494 1
18 2 2 591 1
18 2 2 475 0
18 2 2 458 0
18 2 2 751 1
18 2 2 671 1
18 2 2 725 1
18 2 2 625 1
18 2 2 543 1
18 2 2 692 1
18 2 2 573 1
18 2 2 483 1
18 2 2 436 1
18 2 2 446 1
18 2 2 493 1
18 2 3 483 1
18 2 3 507 1
18 2 3 545 1
18 2 3 670 1
18 2 3 485 1
18 2 3 692 1
18 2 3 454 1
18 2 3 546 1
18 2 3 574 1
18 2 3 639 1
18 2 3 524 0
18 2 3 716 1
18 2 3 668 0
18 2 3 563 1
18 2 4 469 1
18 2 4 512 1
18 2 4 379 1
18 2 4 508 1
18 2 4 459 1
18 2 4 563 1
18 2 4 483 1
18 2 4 524 1
18 2 4 515 1
18 2 4 492 1
18 2 4 519 1
18 2 4 534 1
18 2 4 384 1
18 2 4 321 1
18 2 5 416 1
18 2 5 543 1
18 2 5 482 1
18 2 5 522 1
18 2 5 470 1
18 2 5 492 1
18 2 5 512 1
18 2 5 502 1
18 2 5 640 1
18 2 5 332 1
18 2 5 342 1
18 2 5 510 1
18 2 5 409 1
18 2 5 425 1
18 3 1 354 1
18 3 1 408 0
18 3 1 524 1
18 3 1 411 1
18 3 1 388 1
18 3 1 415 1
18 3 1 627 0
18 3 1 601 1
18 3 1 498 1
18 3 1 526 1
18 3 1 725 1
18 3 1 1165 1
18 3 1 817 1
18 3 1 504 1
18 3 2 422 1
18 3 2 504 1
18 3 2 478 1
18 3 2 422 1
18 3 2 468 1
18 3 2 388 1
18 3 2 548 1
18 3 2 514 1
18 3 2 463 1
18 3 2 509 1
18 3 2 424 1
18 3 2 826 1
18 3 2 354 1
18 3 2 490 1
18 3 3 373 1
18 3 3 387 1
18 3 3 708 0
18 3 3 745 1
18 3 3 611 1
18 3 3 421 1
18 3 3 470 1
18 3 3 340 1
18 3 3 647 1
18 3 3 660 1
18 3 3 569 1
18 3 3 335 1
18 3 3 367 1
18 3 3 541 1
18 3 4 441 1
18 3 4 402 1
18 3 4 439 1
18 3 4 457 1
18 3 4 380 1
18 3 4 373 1
18 3 4 378 1
18 3 4 531 1
18 3 4 468 1
18 3 4 490 1
18 3 4 322 0
18 3 4 551 1
18 3 4 813 1
18 3 4 541 1
18 3 5 503 1
18 3 5 356 1
18 3 5 506 1
18 3 5 341 1
18 3 5 528 1
18 3 5 423 1
18 3 5 569 1
18 3 5 767 1
18 3 5 689 1
18 3 5 402 1
18 3 5 438 1
18 3 5 337 1
18 3 5 336 1
18 3 5 351 1
18 4 1 444 0
18 4 1 575 1
18 4 1 495 1
18 4 1 412 1
18 4 1 569 1
18 4 1 359 1
18 4 1 412 1
18 4 1 352 0
18 4 1 478 1
18 4 1 848 1
18 4 1 503 1
18 4 1 589 1
18 4 1 553 1
18 4 1 371 1
18 4 2 444 1
18 4 2 430 1
18 4 2 452 1
18 4 2 424 0
18 4 2 568 1
18 4 2 709 1
18 4 2 782 1
18 4 2 1050 1
18 4 2 407 1
18 4 2 444 1
18 4 2 444 1
18 4 2 438 1
18 4 2 425 1
18 4 2 395 1
18 4 3 420 1
18 4 3 469 1
18 4 3 523 1
18 4 3 339 1
18 4 3 443 1
18 4 3 503 1
18 4 3 437 1
18 4 3 495 1
18 4 3 618 1
18 4 3 444 1
18 4 3 318 1
18 4 3 365 1
18 4 3 467 0
18 4 3 617 1
18 4 4 426 1
18 4 4 353 1
18 4 4 348 1
18 4 4 588 1
18 4 4 374 1
18 4 4 444 1
18 4 4 453 1
18 4 4 522 1
18 4 4 761 1
18 4 4 527 1
18 4 4 719 1
18 4 4 439 1
18 4 4 641 1
18 4 4 502 1
18 4 5 300 1
18 4 5 379 1
18 4 5 396 0
18 4 5 456 1
18 4 5 612 1
18 4 5 542 1
18 4 5 369 0
18 4 5 553 1
18 4 5 484 1
18 4 5 742 1
18 4 5 465 1
18 4 5 384 1
18 4 5 409 1
18 4 5 648 1
18 5 1 389 1
18 5 1 326 1
18 5 1 324 1
18 5 1 277 1
18 5 1 396 1
18 5 1 347 1
18 5 1 316 1
18 5 1 281 0
18 5 1 471 1
18 5 1 311 1
18 5 1 345 1
18 5 1 414 1
18 5 1 301 1
18 5 1 302 1
18 5 2 433 1
18 5 2 313 1
18 5 2 249 1
18 5 2 369 0
18 5 2 506 1
18 5 2 378 1
18 5 2 738 1
18 5 2 301 1
18 5 2 281 1
18 5 2 441 1
18 5 2 460 0
18 5 2 706 1
18 5 2 409 1
18 5 2 362 1
18 5 3 369 1
18 5 3 538 1
18 5 3 505 1
18 5 3 370 1
18 5 3 418 1
18 5 3 418 1
18 5 3 455 1
18 5 3 324 1
18 5 3 442 1
18 5 3 635 1
18 5 3 393 1
18 5 3 388 1
18 5 3 325 1
18 5 3 384 1
18 5 4 524 1
18 5 4 346 1
18 5 4 330 1
18 5 4 374 1
18 5 4 361 0
18 5 4 423 1
18 5 4 391 1
18 5 4 266 1
18 5 4 326 1
18 5 4 590 1
18 5 4 333 1
18 5 4 359 1
18 5 4 374 1
18 5 4 475 1
18 5 5 284 1
18 5 5 376 1
18 5 5 250 0
18 5 5 529 1
18 5 5 289 0
18 5 5 539 1
18 5 5 257 1
18 5 5 263 1
18 5 5 373 1
18 5 5 382 1
18 5 5 369 1
18 5 5 294 1
18 5 5 450 1
18 5 5 347 1
18 6 1 597 1
18 6 1 319 1
18 6 1 420 1
18 6 1 345 0
18 6 1 986 1
18 6 1 620 1
18 6 1 535 1
18 6 1 334 1
18 6 1 444 1
18 6 1 377 1
18 6 1 264 1
18 6 1 331 1
18 6 1 427 1
18 6 1 327 1
18 6 2 278 0
18 6 2 397 1
18 6 2 463 1
18 6 2 377 1
18 6 2 402 1
18 6 2 407 1
18 6 2 444 1
18 6 2 458 1
18 6 2 399 0
18 6 2 326 1
18 6 2 331 1
18 6 2 555 1
18 6 2 650 1
18 6 2 535 0
18 6 3 372 1
18 6 3 372 1
18 6 3 396 1
18 6 3 424 1
18 6 3 324 1
18 6 3 307 1
18 6 3 353 1
18 6 3 226 0
18 6 3 546 1
18 6 3 310 1
18 6 3 329 1
18 6 3 362 1
18 6 3 367 1
18 6 3 399 1
18 6 4 412 1
18 6 4 455 1
18 6 4 542 1
18 6 4 328 1
18 6 4 498 1
18 6 4 330 1
18 6 4 525 1
18 6 4 353 0
18 6 4 536 1
18 6 4 296 0
18 6 4 978 1
18 6 4 412 1
18 6 4 494 1
18 6 4 539 1
18 6 5 339 1
18 6 5 398 1
18 6 5 403 1
18 6 5 355 1
18 6 5 507 1
18 6 5 355 0
18 6 5 370 1
18 6 5 373 1
18 6 5 450 1
18 6 5 541 1
18 6 5 367 1
18 6 5 355 1
18 6 5 333 1
18 6 5 277 1
18 7 1 866 1
18 7 1 449 1
18 7 1 642 1
18 7 1 773 0
18 7 1 797 1
18 7 1 1032 1
18 7 1 755 1
18 7 1 576 1
18 7 1 574 1
18 7 1 600 1
18 7 1 655 1
18 7 1 718 1
18 7 1 685 1
18 7 1 552 1
18 7 2 525 0
18 7 2 738 1
18 7 2 459 1
18 7 2 645 1
18 7 2 557 0
18 7 2 685 1
18 7 2 699 1
18 7 2 707 1
18 7 2 727 1
18 7 2 510 1
18 7 2 518 1
18 7 2 482 1
18 7 2 460 1
18 7 2 636 1
18 7 3 543 1
18 7 3 436 1
18 7 3 472 1
18 7 3 689 1
18 7 3 474 1
18 7 3 698 1
18 7 3 638 1
18 7 3 516 1
18 7 3 472 1
18 7 3 591 1
18 7 3 460 1
18 7 3 542 1
18 7 3 429 1
18 7 3 430 1
18 7 4 384 1
18 7 4 557 1
18 7 4 691 1
18 7 4 567 1
18 7 4 602 0
18 7 4 724 1
18 7 4 475 1
18 7 4 479 1
18 7 4 541 1
18 7 4 527 1
18 7 4 590 1
18 7 4 417 1
18 7 4 1170 1
18 7 4 686 1
18 7 5 633 1
18 7 5 431 1
18 7 5 471 1
18 7 5 480 1
18 7 5 375 1
18 7 5 395 1
18 7 5 611 0
18 7 5 505 1
18 7 5 612 1
18 7 5 525 1
18 7 5 510 1
18 7 5 568 1
18 7 5 473 1
18 7 5 482 1
18 8 1 1149 1
18 8 1 742 1
18 8 1 600 1
18 8 1 731 0
18 8 1 1271 0
18 8 1 797 1
18 8 1 670 1
18 8 1 782 1
18 8 1 1918 1
18 8 1 1389 0
18 8 1 1393 1
18 8 1 637 1
18 8 1 840 1
18 8 1 1087 1
18 8 2 641 1
18 8 2 1306 1
18 8 2 3441 1
18 8 2 1130 0
18 8 2 1110 1
18 8 2 867 0
18 8 2 1831 0
18 8 2 2681 1
18 8 2 1071 0
18 8 2 1091 1
18 8 2 996 1
18 8 2 1734 1
18 8 2 831 1
18 8 2 1347 1
18 8 3 1038 1
18 8 3 660 1
18 8 3 1195 1
18 8 3 854 1
18 8 3 1362 1
18 8 3 3266 1
18 8 3 664 1
18 8 3 997 1
18 8 3 747 0
18 8 3 1121 0
18 8 3 1865 1
18 8 3 1288 1
18 8 3 543 1
18 8 3 1473 1
18 8 4 532 1
18 8 4 880 0
18 8 4 1372 0
18 8 4 1133 1
18 8 4 587 1
18 8 4 886 1
18 8 4 1518 0
18 8 4 1543 1
18 8 4 769 0
18 8 4 1625 1
18 8 4 961 0
18 8 4 1154 1
18 8 4 733 1
18 8 4 1411 1
18 8 5 1366 1
18 8 5 729 1
18 8 5 1762 1
18 8 5 1045 1
18 8 5 651 1
18 8 5 625 1
18 8 5 1008 1
18 8 5 1462 1
18 8 5 696 1
18 8 5 985 1
18 8 5 832 1
18 8 5 580 1
18 8 5 1178 1
18 8 5 1068 1
19 1 1 659 1
19 1 1 624 1
19 1 1 915 1
19 1 1 442 1
19 1 1 770 1
19 1 1 2111 1
19 1 1 801 1
19 1 1 784 1
19 1 1 694 1
19 1 1 534 1
19 1 1 693 1
19 1 1 502 1
19 1 1 619 1
19 1 1 435 1
19 1 2 931 1
19 1 2 658 1
19 1 2 1915 1
19 1 2 450 1
19 1 2 693 1
19 1 2 536 1
19 1 2 713 1
19 1 2 986 1
19 1 2 752 0
19 1 2 1792 1
19 1 2 654 1
19 1 2 1723 1
19 1 2 1149 1
19 1 2 440 1
19 1 3 679 1
19 1 3 801 1
19 1 3 1068 1
19 1 3 767 1
19 1 3 737 1
19 1 3 587 1
19 1 3 540 1
19 1 3 527 1
19 1 3 710 1
19 1 3 656 1
19 1 3 520 1
19 1 3 709 1
19 1 3 466 1
19 1 3 494 1
19 1 4 1117 1
19 1 4 620 1
19 1 4 638 1
19 1 4 528 1
19 1 4 430 0
19 1 4 491 1
19 1 4 672 1
19 1 4 484 1
19 1 4 645 1
19 1 4 545 1
19 1 4 663 1
19 1 4 459 1
19 1 4 568 1
19 1 4 501 1
19 1 5 641 1
19 1 5 1121 1
19 1 5 750 1
19 1 5 549 1
19 1 5 480 1
19 1 5 469 1
19 1 5 778 1
19 1 5 574 0
19 1 5 554 0
19 1 5 1172 1
19 1 5 655 1
19 1 5 2772 1
19 1 5 565 1
19 1 5 1292 1
19 2 1 599 1
19 2 1 515 1
19 2 1 592 1
19 2 1 446 1
19 2 1 577 1
19 2 1 521 1
19 2 1 779 1
19 2 1 597 1
19 2 1 453 1
19 2 1 469 1
19 2 1 390 1
19 2 1 691 1
19 2 1 586 1
19 2 1 743 1
19 2 2 652 1
19 2 2 489 1
19 2 2 542 1
19 2 2 538 1
19 2 2 629 1
19 2 2 502 1
